StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Informed Consent,Sex,Age,Race,Education,PID,Q40_1,Q40_3,Q37_1,Q37_3,Q36,Q35,Q56,Q57,Q58,Q42_1,Q42_3,Q50_1,Q50_3,Q51,Q52,Q32,Q33,Q34,Q41,Q42,Q43,Q47,Q48,Q49,Q46,Q45,Q44,SurveyID,FL_36_DO,FL_37_DO,FL_40_DO,FL_53_DO,FL_38_DO,FL_41_DO,FL_67_DO,FL_39_DO,FL_42_DO,FL_81_DO,FL_17_DO,FL_28_DO,FL_29_DO,FL_30_DO,FL_18_DO,FL_20_DO,FL_21_DO,FL_22_DO
4/11/2021 20:06,4/11/2021 20:16,IP Address,157.46.120.122,100,579,TRUE,4/11/2021 20:16,R_1DAcMtLRegxVW6Y,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Male,31-35,Asian or Asian American,Bachelor's Degree,Democrat,,,,,,,3,2,3,100,100,69,79,Strongly agree,Somewhat agree,,,,,,,,,,,,,676560,,,,,,,,,,,FL_30,,,DTG,,,,
4/11/2021 20:11,4/11/2021 20:16,IP Address,117.96.216.13,100,307,TRUE,4/11/2021 20:16,R_1QnKMBCiIhZDUCz,,,,,11.01019287,76.97009277,anonymous,EN,Start the survey,Male,26-30,Hispanic or Latino/a,Bachelor's Degree,Democrat,,,,,,,3,2,4,40,80,90,60,Somewhat agree,Disagree,Extremely dissatisfied,Somewhat disagree,Average,,,,,,,,,,514524,,,,,,,,,,,FL_28,DCI,,,,,,
4/11/2021 20:14,4/11/2021 20:16,IP Address,67.184.60.117,100,125,TRUE,4/11/2021 20:16,R_115tRo63rpeDoNB,,,,,42.35400391,-87.86750031,anonymous,EN,Start the survey,Male,36-40,White,Bachelor's Degree,Republican,92,100,100,47,Agree,Somewhat agree,1 (never),1 (never),1 (not at all),,,,,,,,,,,,,,,,Somewhat agree,Strongly agree,Somewhat disagree,666248,,,,,,,,,,,,,,,FL_21,,RCV,
4/11/2021 20:12,4/11/2021 20:17,IP Address,187.121.72.194,100,252,TRUE,4/11/2021 20:17,R_qW0aPIVL2WpV9w5,,,,,-23.69500732,-46.56159973,anonymous,EN,Start the survey,Male,31-35,White,"High school graduate, diploma or the equivalent",Democrat,,,,,,,1 (never),1 (never),1 (not at all),100,100,50,60,Strongly agree,Agree,,,,,,,,,,,,,518199,,,,,,,,,,,FL_30,,,DTG,,,,
4/11/2021 20:15,4/11/2021 20:17,IP Address,184.164.160.75,100,104,TRUE,4/11/2021 20:17,R_2EuiwnteckJpfK9,,,,,25.78729248,-80.15640259,anonymous,EN,Start the survey,Female,41-45,White,Master's Degree,Lean Democrat,,,,,,,1 (never),1 (never),1 (not at all),69,96,95,4,Strongly agree,Somewhat agree,Extremely dissatisfied,Strongly disagree,One of the worst,,,,,,,,,,434867,,,,,,,,,,,FL_28,DTI,,,,,,
4/11/2021 20:14,4/11/2021 20:17,IP Address,50.231.89.129,100,183,TRUE,4/11/2021 20:17,R_C30CGdT3S0oRrd7,,,,,33.89830017,-84.58930206,anonymous,EN,Start the survey,Male,36-40,White,Bachelor's Degree,Democrat,,,,,,,2,2,3,71,94,83,41,Neither agree nor disagree,Somewhat agree,,,,,,,,,,,,,145955,,,,,,,,,,,FL_30,,,DTG,,,,
4/11/2021 20:15,4/11/2021 20:17,IP Address,171.61.244.172,100,123,TRUE,4/11/2021 20:17,R_1I6rgGhJdNe2bmX,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Male,26-30,Asian or Asian American,Bachelor's Degree,Strong Democrat,,,,,,,1 (never),2,1 (not at all),53,43,41,80,Strongly agree,Agree,Extremely satisfied,Strongly agree,One of the best,,,,,,,,,,161828,,,,,,,,,,,FL_28,DCI,,,,,,
4/11/2021 20:15,4/11/2021 20:17,IP Address,122.178.208.243,100,150,TRUE,4/11/2021 20:17,R_3hAPH4SiRdFYtyH,,,,,11.01019287,76.97009277,anonymous,EN,Start the survey,Male,31-35,Asian or Asian American,Bachelor's Degree,Strong Republican,90,98,90,96,Somewhat agree,Strongly agree,4 (always),3,5 (a great deal),,,,,,,,,,Extremely satisfied,Somewhat agree,Average,,,,,,,992244,,,,,,,,,,,,,,,FL_20,RCI,,
4/11/2021 19:27,4/11/2021 20:18,IP Address,157.38.93.53,100,3049,TRUE,4/11/2021 20:18,R_VVdfSCaHq7yBmgx,,,,,26.92599487,75.7928009,anonymous,EN,Start the survey,Male,26-30,Asian or Asian American,Bachelor's Degree,Democrat,,,,,,,1 (never),2,1 (not at all),66,95,54,71,Agree,Somewhat disagree,,,,,,,,,,,,,231156,,,,,,,,,,,FL_30,,,DTG,,,,
4/11/2021 20:17,4/11/2021 20:18,IP Address,191.189.19.67,100,103,TRUE,4/11/2021 20:18,R_2ctGBoqkcjHhLTQ,,,,,-3.10319519,-60.02880096,anonymous,EN,Start the survey,Female,18-25,White,"Some college credit, no degree",Strong Democrat,,,,,,,1 (never),1 (never),1 (not at all),0,93,100,0,Strongly agree,Strongly agree,Extremely dissatisfied,Strongly disagree,One of the worst,,,,,,,,,,626622,,,,,,,,,,,FL_28,DTI,,,,,,
4/11/2021 20:18,4/11/2021 20:18,IP Address,24.136.8.66,100,39,TRUE,4/11/2021 20:18,R_1P8fxB8tsbSHPPD,,,,,42.01069641,-87.66570282,anonymous,EN,Start the survey,Female,26-30,White,Associate Degree,Independent,58,82,68,41,Agree,Somewhat agree,2,2,2,,,,,,,,,,Neither satisfied nor dissatisfied,Neither agree nor disagree,Above average,,,,,,,327296,FL_37,FL_53,,RTI,,,,,,,,,,,,,,
4/11/2021 20:13,4/11/2021 20:19,IP Address,50.231.89.131,100,314,TRUE,4/11/2021 20:19,R_1EWf01WsHal2vhn,,,,,33.89830017,-84.58930206,anonymous,EN,Start the survey,Female,51+,White,,Independent,52,98,62,51,Neither agree nor disagree,Neither agree nor disagree,2,3,4,,,,,,,,,,,,,,,,,,,497062,FL_39,,,,,,,FL_42,RTG,,,,,,,,,
4/11/2021 20:16,4/11/2021 20:19,IP Address,106.200.100.186,100,155,TRUE,4/11/2021 20:19,R_1C3YWr8G4NPaKRT,,,,,18.61610413,73.72860718,anonymous,EN,Start the survey,Male,41-45,Asian or Asian American,Bachelor's Degree,Independent,100,100,50,50,Agree,Agree,1 (never),1 (never),1 (not at all),,,,,,,,,,,,,,,,,,,285131,FL_39,,,,,,,FL_42,RTG,,,,,,,,,
4/11/2021 20:16,4/11/2021 20:19,IP Address,63.75.252.117,100,188,TRUE,4/11/2021 20:19,R_12Pyw6tvUyQ6QLA,,,,,39.61019897,-75.67469788,anonymous,EN,Start the survey,Female,36-40,White,Bachelor's Degree,Democrat,,,,,,,3,2,3,57,82,60,82,Agree,Somewhat agree,,,,,,,,,,,,,384621,,,,,,,,,,,FL_30,,,FL_181,,,,
4/11/2021 20:17,4/11/2021 20:19,IP Address,75.134.32.142,100,136,TRUE,4/11/2021 20:19,R_1jlind4WeetTOgT,,,,,38.76690674,-93.72910309,anonymous,EN,Start the survey,Male,31-35,Asian or Asian American,Associate Degree,Democrat,,,,,,,1 (never),1 (never),1 (not at all),100,100,50,15,Somewhat agree,Neither agree nor disagree,,,,,,,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,,,,744057,,,,,,,,,,,FL_29,,DTV,,,,,
4/11/2021 20:17,4/11/2021 20:19,IP Address,208.78.220.203,100,131,TRUE,4/11/2021 20:19,R_1JUAReVUqi3GSfK,,,,,37.75100708,-97.8219986,anonymous,EN,Start the survey,Male,31-35,White,Bachelor's Degree,Democrat,,,,,,,3,2,2,4,100,99,6,Strongly agree,Agree,,,,,,,,,,,,,561441,,,,,,,,,,,FL_30,,,DTG,,,,
4/11/2021 20:19,4/11/2021 20:19,IP Address,204.141.208.3,100,56,TRUE,4/11/2021 20:19,R_wLd3lfKk21LVQ4x,,,,,37.75100708,-97.8219986,anonymous,EN,Start the survey,Male,26-30,White,Master's Degree,Lean Republican,53,75,38,60,Agree,Neither agree nor disagree,2,2,3,,,,,,,,,,,,,,,,Strongly disagree,Strongly agree,Somewhat agree,971672,,,,,,,,,,,,,,,FL_21,,RCV,
4/11/2021 20:17,4/11/2021 20:19,IP Address,49.37.219.76,100,140,TRUE,4/11/2021 20:19,R_3dY9FZICTda0Ik4,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Male,26-30,Asian or Asian American,Bachelor's Degree,Independent,60,60,77,68,Somewhat agree,Neither agree nor disagree,2,3,3,,,,,,,,,,Somewhat dissatisfied,Somewhat disagree,Average,,,,,,,254945,FL_37,FL_53,,RCI,,,,,,,,,,,,,,
4/11/2021 20:18,4/11/2021 20:20,IP Address,174.91.126.125,100,93,TRUE,4/11/2021 20:20,R_2Ec3gUYbv6WmUm2,,,,,43.57519531,-79.62960052,anonymous,EN,Start the survey,Male,36-40,White,Bachelor's Degree,Democrat,,,,,,,1 (never),1 (never),1 (not at all),70,70,70,20,Agree,Somewhat agree,,,,,,,,,,,,,664141,,,,,,,,,,,FL_30,,,FL_181,,,,
4/11/2021 20:17,4/11/2021 20:21,IP Address,119.154.190.61,100,213,TRUE,4/11/2021 20:21,R_6VXM4piiUJnvIJ3,,,,,33.56669617,72.78689575,anonymous,EN,Start the survey,Male,26-30,Asian or Asian American,Bachelor's Degree,Republican,68,99,72,85,Somewhat disagree,Neither agree nor disagree,2,3,2,,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,487558,,,,,,,,,,,,,,,FL_21,,RTV,
4/11/2021 20:18,4/11/2021 20:21,IP Address,96.242.132.229,100,136,TRUE,4/11/2021 20:21,R_3GiHjdxgHfQd2V0,,,,,40.81500244,-74.36540222,anonymous,EN,Start the survey,Male,51+,White,"Some college credit, no degree",Independent,5,40,40,4,Strongly agree,Strongly agree,1 (never),1 (never),1 (not at all),,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly disagree,416403,FL_38,,,,FL_67,,RCV,,,,,,,,,,,
4/11/2021 20:19,4/11/2021 20:21,IP Address,75.137.150.250,100,114,TRUE,4/11/2021 20:21,R_32KOMxSmaQEVzoL,,,,,33.60119629,-85.05069733,anonymous,EN,Start the survey,Male,36-40,White,"Some college credit, no degree",Independent,93,93,24,23,Agree,Somewhat disagree,2,2,2,,,,,,,,,,,,,,,,Somewhat disagree,Strongly agree,Strongly agree,163208,FL_38,,,,FL_67,,RTV,,,,,,,,,,,
4/11/2021 20:18,4/11/2021 20:21,IP Address,122.164.214.218,100,195,TRUE,4/11/2021 20:21,R_PG7msHIGcopVZ2V,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Male,31-35,Asian or Asian American,Master's Degree,Democrat,,,,,,,2,3,4,52,94,91,54,Agree,Neither agree nor disagree,,,,,,,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,,,,259614,,,,,,,,,,,FL_29,,DTV,,,,,
4/11/2021 20:18,4/11/2021 20:21,IP Address,157.49.255.88,100,177,TRUE,4/11/2021 20:21,R_3Oc9iJywOTSHxDO,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Female,41-45,Asian or Asian American,Master's Degree,Democrat,,,,,,,1 (never),1 (never),1 (not at all),75,83,72,82,Agree,Agree,,,,,,,Strongly disagree,Strongly disagree,Strongly disagree,,,,731679,,,,,,,,,,,FL_29,,DTV,,,,,
4/11/2021 20:19,4/11/2021 20:21,IP Address,75.89.20.173,100,133,TRUE,4/11/2021 20:21,R_2tD82HuvPQjqQrI,,,,,30.17840576,-83.03089905,anonymous,EN,Start the survey,Male,31-35,White,Bachelor's Degree,Democrat,,,,,,,1 (never),1 (never),1 (not at all),90,97,70,20,Agree,Neither agree nor disagree,Extremely dissatisfied,Strongly disagree,One of the worst,,,,,,,,,,221217,,,,,,,,,,,FL_28,DCI,,,,,,
4/11/2021 20:20,4/11/2021 20:21,IP Address,75.84.114.212,100,76,TRUE,4/11/2021 20:21,R_wRJjwKIH3o6RLA5,,,,,33.92120361,-118.142395,anonymous,EN,Start the survey,Male,31-35,Hispanic or Latino/a,"High school graduate, diploma or the equivalent",Republican,100,100,92,5,Strongly agree,Strongly agree,1 (never),1 (never),1 (not at all),,,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,Somewhat agree,193084,,,,,,,,,,,,,,,FL_21,,RTV,
4/11/2021 20:19,4/11/2021 20:22,IP Address,122.178.196.15,100,152,TRUE,4/11/2021 20:22,R_3fW2DT9fBayjTOy,,,,,11.01019287,76.97009277,anonymous,EN,Start the survey,Male,31-35,White,Master's Degree,Democrat,,,,,,,2,3,2,70,61,73,62,Agree,Agree,,,,,,,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,,,,944718,,,,,,,,,,,FL_29,,DTV,,,,,
4/11/2021 20:21,4/11/2021 20:22,IP Address,171.61.239.89,100,47,TRUE,4/11/2021 20:22,R_27KIQ3mVpBmz8eC,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Male,26-30,White,Bachelor's Degree,Democrat,,,,,,,4 (always),3,4,77,72,85,78,Strongly agree,Agree,,,,,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,,,,538618,,,,,,,,,,,FL_29,,DTV,,,,,
4/11/2021 20:00,4/11/2021 20:22,IP Address,122.178.16.119,100,1294,TRUE,4/11/2021 20:22,R_3n30Bl6xWfQH6sp,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Female,31-35,Asian or Asian American,Bachelor's Degree,Independent,86,94,83,89,Agree,Strongly agree,2,1 (never),3,,,,,,,,,,Extremely satisfied,Strongly agree,Above average,,,,,,,777754,FL_37,FL_53,,RTI,,,,,,,,,,,,,,
4/11/2021 20:17,4/11/2021 20:22,IP Address,117.96.216.13,100,286,TRUE,4/11/2021 20:22,R_sBbVGcQ7hytmrux,,,,,11.01019287,76.97009277,anonymous,EN,Start the survey,Male,26-30,Hispanic or Latino/a,Bachelor's Degree,Republican,75,25,30,70,Agree,Somewhat disagree,2,3,5 (a great deal),,,,,,,,,,,,,,,,Somewhat agree,Somewhat disagree,Somewhat agree,744401,,,,,,,,,,,,,,,FL_21,,RCV,
4/11/2021 20:20,4/11/2021 20:22,IP Address,104.128.112.119,100,123,TRUE,4/11/2021 20:22,R_1nNPZkA6fluW2fn,,,,,37.75100708,-97.8219986,anonymous,EN,Start the survey,Male,46-50,White,Master's Degree,Strong Democrat,,,,,,,2,3,2,48,73,57,67,Somewhat agree,Somewhat agree,Somewhat satisfied,Somewhat agree,Above average,,,,,,,,,,209243,,,,,,,,,,,FL_28,DTI,,,,,,
4/11/2021 20:19,4/11/2021 20:22,IP Address,24.202.241.139,100,184,TRUE,4/11/2021 20:22,R_2bZgFacZuLfgnLz,,,,,45.49690247,-73.80729675,anonymous,EN,Start the survey,Male,31-35,White,"High school graduate, diploma or the equivalent",Democrat,,,,,,,1 (never),1 (never),1 (not at all),98,99,70,20,Strongly agree,Somewhat agree,Extremely dissatisfied,Strongly disagree,One of the worst,,,,,,,,,,680408,,,,,,,,,,,FL_28,DTI,,,,,,
4/11/2021 20:21,4/11/2021 20:22,IP Address,49.37.211.125,100,67,TRUE,4/11/2021 20:22,R_33pxxhSShikdb6m,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Male,26-30,Asian or Asian American,Master's Degree,Independent,38,58,52,50,Neither agree nor disagree,Neither agree nor disagree,2,2,3,,,,,,,,,,,,,,,,,,,909749,FL_39,,,,,,,FL_42,RTG,,,,,,,,,
4/11/2021 20:22,4/11/2021 20:22,IP Address,136.185.87.199,100,45,TRUE,4/11/2021 20:22,R_2fcBlbBkzItb7u2,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Male,26-30,Asian or Asian American,Bachelor's Degree,Lean Republican,85,95,88,99,Agree,Strongly agree,2,3,3,,,,,,,,,,Extremely satisfied,Somewhat agree,Average,,,,,,,613104,,,,,,,,,,,,,,,FL_20,RTI,,
4/11/2021 20:13,4/11/2021 20:22,IP Address,122.178.207.182,100,545,TRUE,4/11/2021 20:22,R_1g1HJJj0a2DLaEY,,,,,12.96339417,77.58551025,anonymous,EN,Start the survey,Male,31-35,Asian or Asian American,Bachelor's Degree,Strong Democrat,,,,,,,3,4 (always),4,81,84,77,85,Agree,Strongly agree,Extremely satisfied,Strongly agree,One of the best,,,,,,,,,,975408,,,,,,,,,,,FL_28,DCI,,,,,,
4/11/2021 20:21,4/11/2021 20:23,IP Address,47.149.21.163,100,112,TRUE,4/11/2021 20:23,R_1IuBzFq13PIn8dl,,,,,34.04299927,-117.7556,anonymous,EN,Start the survey,Male,36-40,Asian or Asian American,"Some college credit, no degree",Lean Democrat,,,,,,,1 (never),1 (never),1 (not at all),25,65,64,28,Agree,Somewhat agree,,,,,,,Strongly agree,Neither agree nor disagree,Somewhat agree,,,,234552,,,,,,,,,,,FL_29,,DCV,,,,,
4/11/2021 20:21,4/11/2021 20:23,IP Address,73.55.26.61,100,97,TRUE,4/11/2021 20:23,R_3n1Mj6coc29sbXb,,,,,27.31889343,-82.5164032,anonymous,EN,Start the survey,Male,51+,White,"High school graduate, diploma or the equivalent",Strong Democrat,,,,,,,1 (never),1 (never),1 (not at all),0,100,100,0,Strongly agree,Strongly agree,Extremely dissatisfied,Strongly disagree,One of the worst,,,,,,,,,,600074,,,,,,,,,,,FL_28,DCI,,,,,,
4/11/2021 20:21,4/11/2021 20:23,IP Address,63.75.252.94,100,126,TRUE,4/11/2021 20:23,R_3k6a4u5oL3uqZXy,,,,,39.61019897,-75.67469788,anonymous,EN,Start the survey,Male,26-30,White,Bachelor's Degree,Strong Republican,15,100,100,5,Agree,Somewhat agree,2,3,4,,,,,,,,,,Somewhat dissatisfied,Neither agree nor disagree,Average,,,,,,,813168,,,,,,,,,,,,,,,FL_20,RTI,,
4/11/2021 20:16,4/11/2021 20:23,IP Address,157.51.72.91,100,419,TRUE,4/11/2021 20:23,R_33Ef8cdgHNj9UpM,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Male,26-30,Asian or Asian American,Bachelor's Degree,Independent,85,63,71,49,Somewhat agree,Disagree,2,2,1 (not at all),,,,,,,,,,Somewhat satisfied,Somewhat agree,Above average,,,,,,,780722,FL_37,FL_53,,RCI,,,,,,,,,,,,,,
4/11/2021 20:21,4/11/2021 20:23,IP Address,157.49.79.68,100,111,TRUE,4/11/2021 20:23,R_5vYlaxqUQ9rpiGR,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Female,31-35,Asian or Asian American,Master's Degree,Independent,34,48,22,32,Somewhat agree,Neither agree nor disagree,2,3,3,,,,,,,,,,,,,,,,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,777787,FL_38,,,,FL_67,,RCV,,,,,,,,,,,
4/11/2021 20:22,4/11/2021 20:23,IP Address,23.84.70.4,100,87,TRUE,4/11/2021 20:23,R_1ojpF7mF1FmAj5b,,,,,38.65519714,-90.24949646,anonymous,EN,Start the survey,Female,18-25,Asian or Asian American,Bachelor's Degree,Democrat,,,,,,,1 (never),1 (never),1 (not at all),100,100,80,41,Agree,Somewhat disagree,,,,,,,,,,,,,483808,,,,,,,,,,,FL_30,,,FL_181,,,,
4/11/2021 20:22,4/11/2021 20:24,IP Address,157.46.77.142,100,68,TRUE,4/11/2021 20:24,R_3CNqn1Nepb8yB1O,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Female,26-30,Asian or Asian American,Master's Degree,Democrat,,,,,,,2,3,2,36,40,66,47,Neither agree nor disagree,Somewhat agree,,,,,,,Somewhat agree,Somewhat disagree,Somewhat agree,,,,914710,,,,,,,,,,,FL_29,,DTV,,,,,
4/11/2021 20:23,4/11/2021 20:24,IP Address,122.164.33.207,100,78,TRUE,4/11/2021 20:24,R_2aQc1OgsANvhI6h,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Female,26-30,Asian or Asian American,Bachelor's Degree,Strong Democrat,,,,,,,1 (never),2,3,54,52,38,52,Strongly agree,Agree,,,,,,,,,,,,,592005,,,,,,,,,,,FL_30,,,DTG,,,,
4/11/2021 20:22,4/11/2021 20:24,IP Address,68.34.74.124,100,101,TRUE,4/11/2021 20:24,R_1CCPcwpRhcht8uk,,,,,42.19549561,-83.48940277,anonymous,EN,Start the survey,Male,26-30,White,"Some college credit, no degree",Independent,80,65,65,80,Somewhat agree,Somewhat agree,1 (never),1 (never),1 (not at all),,,,,,,,,,Neither satisfied nor dissatisfied,Neither agree nor disagree,Average,,,,,,,129741,FL_37,FL_53,,RTI,,,,,,,,,,,,,,
4/11/2021 20:23,4/11/2021 20:24,IP Address,73.110.50.226,100,82,TRUE,4/11/2021 20:24,R_2pKPNS2wWYrSOvz,,,,,41.90170288,-87.65630341,anonymous,EN,Start the survey,Female,26-30,White,"High school graduate, diploma or the equivalent",Lean Democrat,,,,,,,1 (never),1 (never),1 (not at all),100,100,41,32,Strongly agree,Strongly agree,,,,,,,,,,,,,386200,,,,,,,,,,,FL_30,,,FL_181,,,,
4/11/2021 20:16,4/11/2021 20:24,IP Address,122.178.207.197,100,518,TRUE,4/11/2021 20:24,R_2bWyuZngO7yrXB6,,,,,12.96339417,77.58551025,anonymous,EN,Start the survey,Male,,Asian or Asian American,Bachelor's Degree,Strong Democrat,,,,,,,3,3,4,70,73,73,82,Agree,Strongly agree,Somewhat satisfied,Strongly agree,One of the best,,,,,,,,,,215877,,,,,,,,,,,FL_28,DCI,,,,,,
4/11/2021 20:22,4/11/2021 20:24,IP Address,186.71.170.66,100,171,TRUE,4/11/2021 20:24,R_29hyWyNAyEtV0p8,,,,,-0.214294434,-78.50170135,anonymous,EN,Start the survey,Male,18-25,Hispanic or Latino/a,Bachelor's Degree,Lean Democrat,,,,,,,2,3,3,100,100,81,81,Agree,Agree,Somewhat dissatisfied,Somewhat agree,Below average,,,,,,,,,,364734,,,,,,,,,,,FL_28,DTI,,,,,,
4/11/2021 20:24,4/11/2021 20:25,IP Address,100.34.205.121,100,62,TRUE,4/11/2021 20:25,R_2Y9sF2KEtTHeuKE,,,,,40.18089294,-75.21559906,anonymous,EN,Start the survey,Male,31-35,White,Associate Degree,Independent,100,96,5,55,Somewhat agree,Strongly disagree,1 (never),1 (never),1 (not at all),,,,,,,,,,,,,,,,,,,413682,FL_39,,,,,,,FL_42,FL_186,,,,,,,,,
4/11/2021 20:24,4/11/2021 20:25,IP Address,136.185.72.100,100,54,TRUE,4/11/2021 20:25,R_2vjoBHQFxaL2N5Y,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Female,26-30,Asian or Asian American,Bachelor's Degree,Strong Democrat,,,,,,,2,2,2,68,82,70,80,Agree,Strongly agree,,,,,,,Somewhat agree,Strongly agree,Strongly agree,,,,734659,,,,,,,,,,,FL_29,,DTV,,,,,
4/11/2021 20:24,4/11/2021 20:25,IP Address,171.61.240.88,100,52,TRUE,4/11/2021 20:25,R_2f71VzHZY46OUGd,,,,,13.0579071,80.19210815,anonymous,EN,Start the survey,Male,26-30,American Indian or Alaska Native,Bachelor's Degree,Strong Democrat,,,,,,,2,3,3,95,76,35,61,Strongly agree,Strongly agree,,,,,,,,,,,,,332765,,,,,,,,,,,FL_30,,,DTG,,,,
4/11/2021 20:23,4/11/2021 20:25,IP Address,50.231.89.195,100,115,TRUE,4/11/2021 20:25,R_DGf23cHhODlnJRL,,,,,33.89830017,-84.58930206,anonymous,EN,Start the survey,Male,36-40,White,Bachelor's Degree,Independent,26,45,51,57,Neither agree nor disagree,Agree,2,3,2,,,,,,,,,,Neither satisfied nor dissatisfied,Somewhat agree,Average,,,,,,,987270,FL_37,FL_53,,RCI,,,,,,,,,,,,,,
4/11/2021 20:09,4/11/2021 20:25,IP Address,122.178.207.191,100,1005,TRUE,4/11/2021 20:25,R_3L86rA3B5NoDC39,,,,,12.96339417,77.58551025,anonymous,EN,Start the survey,Female,26-30,Asian or Asian American,Bachelor's Degree,Independent,,,,,,,3,3,4,64,87,59,78,Agree,Strongly agree,,,,,,,Somewhat agree,Strongly agree,Somewhat agree,,,,402072,FL_38,,,,FL_41,DCV,,,,,,,,,,,,
4/11/2021 20:26,4/11/2021 20:26,IP Address,174.95.106.232,100,25,TRUE,4/11/2021 20:26,R_1ozHxvw32ff0AZn,,,,,43.79220581,-79.15229797,anonymous,EN,Start the survey,Male,31-35,Asian or Asian American,Associate Degree,Independent,41,71,54,33,Agree,Somewhat disagree,2,2,2,,,,,,,,,,,,,,,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,123276,FL_38,,,,FL_67,,RTV,,,,,,,,,,,
4/11/2021 20:23,4/11/2021 20:26,IP Address,45.61.151.225,100,165,TRUE,4/11/2021 20:26,R_TdbIt2Y38b9UZY5,,,,,41.5,-81.69380188,anonymous,EN,Start the survey,Female,26-30,White,Bachelor's Degree,Democrat,,,,,,,2,3,3,60,77,82,65,Neither agree nor disagree,Somewhat agree,Somewhat satisfied,Somewhat agree,Average,,,,,,,,,,378538,,,,,,,,,,,FL_28,DCI,,,,,,
4/11/2021 20:23,4/11/2021 20:27,IP Address,157.46.162.187,100,224,TRUE,4/11/2021 20:27,R_3haRYB2bBWgGea4,,,,,8.477493286,76.9414978,anonymous,EN,Start the survey,Male,26-30,Asian or Asian American,Bachelor's Degree,Democrat,,,,,,,1 (never),1 (never),5 (a great deal),50,100,100,50,Somewhat agree,Somewhat agree,,,,,,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,,,,883637,,,,,,,,,,,FL_29,,DCV,,,,,
4/11/2021 20:25,4/11/2021 20:27,IP Address,59.92.179.189,100,121,TRUE,4/11/2021 20:27,R_3ESET5FDBrEwSY3,,,,,11.24479675,75.77209473,anonymous,EN,Start the survey,Female,18-25,Asian or Asian American,Bachelor's Degree,Strong Republican,65,97,92,68,Somewhat disagree,Somewhat agree,2,3,2,,,,,,,,,,,,,,,,Neither agree nor disagree,Somewhat agree,Strongly agree,490908,,,,,,,,,,,,,,,FL_21,,RTV,
4/11/2021 20:27,4/11/2021 20:28,IP Address,107.12.229.199,100,89,TRUE,4/11/2021 20:28,R_cSFVIUhzWVteig9,,,,,34.89649963,-76.88690186,anonymous,EN,Start the survey,Female,31-35,Asian or Asian American,Bachelor's Degree,Lean Democrat,,,,,,,1 (never),1 (never),1 (not at all),24,80,67,17,Strongly agree,Strongly agree,,,,,,,Somewhat disagree,Somewhat agree,Strongly agree,,,,656294,,,,,,,,,,,FL_29,,DCV,,,,,
4/11/2021 20:19,4/11/2021 20:29,IP Address,190.76.63.1,100,609,TRUE,4/11/2021 20:29,R_11XiG9VxeQNNcbU,,,,,9.449996948,-70.46669769,anonymous,EN,Start the survey,Female,31-35,Hispanic or Latino/a,Master's Degree,Democrat,,,,,,,2,3,3,54,42,76,68,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,,,,723694,,,,,,,,,,,FL_30,,,DTG,,,,
4/11/2021 20:27,4/11/2021 20:29,IP Address,72.208.236.84,100,120,TRUE,4/11/2021 20:29,R_201vphXXtZDEbsJ,,,,,32.21510315,-110.7781982,anonymous,EN,Start the survey,Non-binary / third gender,31-35,Black or African American,"High school graduate, diploma or the equivalent",Lean Democrat,,,,,,,1 (never),1 (never),2,100,100,50,25,Strongly agree,Strongly agree,,,,,,,,,,,,,191987,,,,,,,,,,,FL_30,,,DTG,,,,
